payment_id,issuer,payment_method,amount_inr,status,error_reason,hour_of_day,day_of_month
pay_northwind_1556,Indian Overseas Bank,card,47.4,captured,,3,8
pay_northwind_1557,India Post Payments Bank Limited,upi,115.85,captured,,13,26
pay_northwind_1558,Bank of Maharashtra,upi,163.02,failed,incorrect_pin,4,12
pay_northwind_1559,Central Bank of India,upi,286.32,captured,,23,7
pay_northwind_1560,Axis Bank Ltd.,upi,2.23,captured,,3,12
pay_northwind_1561,Punjab National Bank,upi,147.89,captured,,0,5
pay_northwind_1562,Axis Bank Ltd.,upi,124.3,captured,,4,19
pay_northwind_1563,Canara Bank,upi,24.38,captured,,2,19
pay_northwind_1564,State Bank of India,upi,355.52,captured,,21,3
pay_northwind_1565,Union Bank of India,upi,308.13,captured,,3,8
pay_northwind_1566,Axis Bank Ltd.,upi,664.06,captured,,23,13
pay_northwind_1567,State Bank of India,card,175.56,captured,,0,18
pay_northwind_1568,ICICI Bank Ltd.,upi,59.09,captured,,2,12
pay_northwind_1569,Axis Bank Ltd.,upi,959.26,captured,,5,13
pay_northwind_1570,State Bank of India,upi,2942.99,captured,,5,7
pay_northwind_1571,Federal Bank Ltd.,upi,109.09,failed,transaction_limit_exceeded,1,20
pay_northwind_1572,Punjab National Bank,upi,822.93,captured,,4,15
pay_northwind_1573,State Bank of India,upi,4828.53,captured,,4,11
pay_northwind_1574,Federal Bank Ltd.,upi,330.73,captured,,23,12
pay_northwind_1575,Union Bank of India,upi,57.41,captured,,4,2
pay_northwind_1576,Bank of Baroda,upi,91.59,captured,,3,4
pay_northwind_1577,State Bank of India,netbanking,908.24,failed,payment_pending_approval,2,24
pay_northwind_1578,Punjab National Bank,upi,635.77,failed,insufficient_funds,2,19
pay_northwind_1579,Punjab National Bank,upi,955.76,captured,,2,14
pay_northwind_1580,State Bank of India,upi,519.45,captured,,6,6
pay_northwind_1581,Airtel Payments Bank Limited,upi,697.38,captured,,14,27
pay_northwind_1582,State Bank of India,upi,459.83,captured,,3,3
pay_northwind_1583,Kotak Mahindra Bank,card,134.23,captured,,12,15
pay_northwind_1584,Axis Bank Ltd.,netbanking,3943.22,captured,,4,12
pay_northwind_1585,State Bank of India,upi,138.48,captured,,2,11
pay_northwind_1586,Indusind Bank Ltd.,upi,150.88,captured,,3,25
pay_northwind_1587,Airtel Payments Bank Limited,upi,142.98,failed,insufficient_funds,2,18
pay_northwind_1588,Bank of Baroda,upi,956.12,captured,,0,2
pay_northwind_1589,India Post Payments Bank Limited,upi,689.34,captured,,18,28
pay_northwind_1590,Union Bank of India,upi,3569.25,captured,,23,22
pay_northwind_1591,HDFC Bank Ltd.,upi,12.92,captured,,1,26
pay_northwind_1592,Punjab National Bank,upi,4973.82,captured,,0,27
pay_northwind_1593,Union Bank of India,upi,616.0,captured,,1,22
pay_northwind_1594,Bank of Maharashtra,upi,892.16,failed,payment_collect_request_expired,1,3
pay_northwind_1595,Axis Bank Ltd.,upi,937.28,captured,,23,9
pay_northwind_1596,HDFC Bank Ltd.,upi,636.32,failed,duplicate_refund_id,5,9
pay_northwind_1597,Indian Bank,upi,63.04,captured,,6,9
pay_northwind_1598,State Bank of India,upi,715.94,captured,,0,9
pay_northwind_1599,Federal Bank Ltd.,upi,18.54,captured,,14,17
pay_northwind_1600,Bank of Baroda,upi,452.05,captured,,4,25
pay_northwind_1601,State Bank of India,upi,142.5,captured,,1,3
pay_northwind_1602,State Bank of India,upi,656.42,captured,,4,5
pay_northwind_1603,Central Bank of India,upi,945.07,captured,,0,23
pay_northwind_1604,Canara Bank,upi,991.07,failed,pin_attempts_exceeded,20,26
pay_northwind_1605,Federal Bank Ltd.,upi,48.01,captured,,4,6
pay_northwind_1606,Federal Bank Ltd.,upi,297.52,captured,,1,5
pay_northwind_1607,State Bank of India,upi,83.24,captured,,5,9
pay_northwind_1608,India Post Payments Bank Limited,upi,15054.45,captured,,2,12
pay_northwind_1609,State Bank of India,upi,141.87,captured,,23,14
pay_northwind_1610,Bank Of India,upi,424.15,captured,,1,12
pay_northwind_1611,State Bank of India,upi,33.46,captured,,3,16
pay_northwind_1612,UCO Bank,upi,646.45,captured,,0,21
pay_northwind_1613,State Bank of India,card,1579.22,captured,,2,5
pay_northwind_1614,Bank Of India,upi,4893.11,captured,,3,2
pay_northwind_1615,Kotak Mahindra Bank,netbanking,19.57,captured,,5,14
pay_northwind_1616,Axis Bank Ltd.,card,4245.94,captured,,1,27
pay_northwind_1617,Central Bank of India,upi,197.62,failed,invalid_email,23,8
pay_northwind_1618,Airtel Payments Bank Limited,upi,31.31,failed,credit_limit_exceeded,5,1
pay_northwind_1619,Airtel Payments Bank Limited,upi,4190.03,captured,,5,28
pay_northwind_1620,Axis Bank Ltd.,upi,201.47,captured,,0,23
pay_northwind_1621,Union Bank of India,upi,626.23,captured,,23,1
pay_northwind_1622,Axis Bank Ltd.,upi,706.21,captured,,0,4
pay_northwind_1623,HDFC Bank Ltd.,upi,822.38,captured,,4,12
pay_northwind_1624,Fino Payments Bank Ltd.,netbanking,112.69,failed,live_mode_not_enabled,3,28
pay_northwind_1625,Axis Bank Ltd.,upi,1601.88,captured,,23,2
pay_northwind_1626,Union Bank of India,upi,934.52,captured,,5,27
pay_northwind_1627,Punjab National Bank,upi,867.33,captured,,2,2
pay_northwind_1628,Axis Bank Ltd.,upi,87.31,captured,,19,24
pay_northwind_1629,State Bank of India,upi,989.73,captured,,20,25
pay_northwind_1630,India Post Payments Bank Limited,upi,1553.44,captured,,4,9
pay_northwind_1631,State Bank of India,upi,376.91,captured,,3,23
pay_northwind_1632,State Bank of India,upi,364.21,captured,,15,21
pay_northwind_1633,State Bank of India,upi,73.91,captured,,18,28
pay_northwind_1634,Indian Bank,upi,2400.95,captured,,7,19
pay_northwind_1635,Union Bank of India,upi,310.2,captured,,4,3
pay_northwind_1636,Union Bank of India,upi,724.77,captured,,8,28
pay_northwind_1637,Indian Bank,upi,206.5,captured,,8,11
pay_northwind_1638,ICICI Bank Ltd.,upi,511.73,captured,,16,13
pay_northwind_1639,HDFC Bank Ltd.,upi,2694.29,captured,,4,5
pay_northwind_1640,HDFC Bank Ltd.,card,787.24,captured,,1,6
pay_northwind_1641,Kotak Mahindra Bank,upi,249.21,captured,,16,18
pay_northwind_1642,HDFC Bank Ltd.,upi,959.11,captured,,23,2
pay_northwind_1643,Punjab National Bank,upi,419.76,captured,,14,25
pay_northwind_1644,Bank of Maharashtra,upi,177.21,captured,,7,13
pay_northwind_1645,Union Bank of India,upi,106.82,captured,,5,2
pay_northwind_1646,Canara Bank,upi,59.84,captured,,21,18
pay_northwind_1647,Central Bank of India,upi,186.83,captured,,5,20
pay_northwind_1648,Kotak Mahindra Bank,upi,516.74,captured,,0,15
pay_northwind_1649,Indian Bank,upi,974.95,captured,,2,20
pay_northwind_1650,Indusind Bank Ltd.,upi,163.07,captured,,3,11
pay_northwind_1651,State Bank of India,upi,121.21,failed,transaction_daily_limit_exceeded,5,9
pay_northwind_1652,Union Bank of India,upi,982.21,failed,payment_declined,5,13
pay_northwind_1653,India Post Payments Bank Limited,upi,471.69,failed,record_not_found,5,12
pay_northwind_1654,HDFC Bank Ltd.,upi,47.51,captured,,1,16
pay_northwind_1655,State Bank of India,upi,4505.79,captured,,22,17
pay_northwind_1656,ICICI Bank Ltd.,upi,674.55,captured,,18,11
pay_northwind_1657,Indian Overseas Bank,upi,176.98,captured,,2,27
pay_northwind_1658,HDFC Bank Ltd.,upi,668.98,captured,,16,16
pay_northwind_1659,Bank of Baroda,upi,5.78,failed,duplicate_refund_id,5,21
pay_northwind_1660,HDFC Bank Ltd.,upi,610.55,captured,,3,22
pay_northwind_1661,State Bank of India,upi,169.98,captured,,14,3
pay_northwind_1662,Union Bank of India,upi,883.81,captured,,4,12
pay_northwind_1663,State Bank of India,card,862.28,failed,beneficiary_account_does_not_exist,1,5
pay_northwind_1664,Canara Bank,upi,629.21,captured,,15,24
pay_northwind_1665,State Bank of India,upi,107.55,captured,,5,19
pay_northwind_1666,Fino Payments Bank Ltd.,upi,105.16,captured,,23,16
pay_northwind_1667,Union Bank of India,upi,163.41,captured,,12,19
pay_northwind_1668,Indian Bank,upi,694.85,captured,,23,6
pay_northwind_1669,Federal Bank Ltd.,upi,1024.26,failed,otp_attempts_exceeded,3,20
pay_northwind_1670,Union Bank of India,upi,489.74,captured,,4,3
pay_northwind_1671,Federal Bank Ltd.,upi,4702.8,captured,,2,22
pay_northwind_1672,Central Bank of India,upi,860.72,captured,,4,15
pay_northwind_1673,Central Bank of India,upi,493.71,captured,,1,10
pay_northwind_1674,ICICI Bank Ltd.,upi,3840.09,captured,,23,16
pay_northwind_1675,HDFC Bank Ltd.,upi,906.48,failed,transaction_frequency_limit_exceeded,2,11
pay_northwind_1676,Airtel Payments Bank Limited,upi,183.31,failed,incorrect_pin,23,1
pay_northwind_1677,Union Bank of India,upi,690.69,captured,,6,24
pay_northwind_1678,State Bank of India,card,883.02,captured,,21,24
pay_northwind_1679,State Bank of India,upi,112.51,captured,,3,1
pay_northwind_1680,HDFC Bank Ltd.,upi,163.76,captured,,19,19
pay_northwind_1681,Union Bank of India,upi,2239.63,captured,,13,26
pay_northwind_1682,Bank of Baroda,upi,54.37,captured,,23,7
pay_northwind_1683,Canara Bank,upi,520.34,captured,,2,26
pay_northwind_1684,State Bank of India,upi,984.65,captured,,21,27
pay_northwind_1685,Fino Payments Bank Ltd.,upi,729.39,captured,,7,9
pay_northwind_1686,HDFC Bank Ltd.,upi,737.44,captured,,0,23
pay_northwind_1687,State Bank of India,upi,148.51,captured,,10,27
pay_northwind_1688,Indian Overseas Bank,upi,821.36,captured,,5,18
pay_northwind_1689,State Bank of India,upi,153.16,captured,,12,10
pay_northwind_1690,State Bank of India,upi,418.15,captured,,2,28
pay_northwind_1691,Airtel Payments Bank Limited,upi,525.66,captured,,0,17
pay_northwind_1692,HDFC Bank Ltd.,card,96.66,captured,,1,22
pay_northwind_1693,Bank Of India,upi,952.62,captured,,4,25
pay_northwind_1694,State Bank of India,upi,194.58,captured,,4,11
pay_northwind_1695,Kotak Mahindra Bank,upi,314.54,captured,,0,24
pay_northwind_1696,Fino Payments Bank Ltd.,card,407.53,captured,,13,3
pay_northwind_1697,State Bank of India,upi,29.2,captured,,0,28
pay_northwind_1698,Kotak Mahindra Bank,upi,2772.34,captured,,13,3
pay_northwind_1699,HDFC Bank Ltd.,upi,1846.65,captured,,3,12
pay_northwind_1700,ICICI Bank Ltd.,upi,833.76,captured,,12,3
pay_northwind_1701,Canara Bank,upi,196.25,captured,,7,13
pay_northwind_1702,State Bank of India,upi,3191.75,captured,,13,4
pay_northwind_1703,Punjab National Bank,upi,636.65,captured,,2,26
pay_northwind_1704,HDFC Bank Ltd.,upi,739.92,captured,,1,20
pay_northwind_1705,Bank of Baroda,upi,156.43,captured,,1,5
pay_northwind_1706,Federal Bank Ltd.,upi,60.87,captured,,1,14
pay_northwind_1707,Kotak Mahindra Bank,upi,631.78,captured,,23,26
pay_northwind_1708,State Bank of India,upi,587.9,captured,,18,24
pay_northwind_1709,Indian Bank,upi,191.05,captured,,0,14
pay_northwind_1710,Punjab National Bank,upi,958.03,captured,,5,27
pay_northwind_1711,Canara Bank,upi,491.51,captured,,4,2
pay_northwind_1712,Indusind Bank Ltd.,card,4670.14,captured,,23,8
pay_northwind_1713,State Bank of India,upi,498.05,captured,,4,21
pay_northwind_1714,Punjab National Bank,upi,1977.95,captured,,4,25
pay_northwind_1715,Union Bank of India,upi,513.71,captured,,1,13
pay_northwind_1716,Canara Bank,upi,108.91,captured,,5,21
pay_northwind_1717,Union Bank of India,upi,585.17,failed,bank_cutoff_in_progress,1,16
pay_northwind_1718,State Bank of India,upi,532.6,captured,,5,7
pay_northwind_1719,India Post Payments Bank Limited,upi,479.96,captured,,5,5
pay_northwind_1720,Bank of Baroda,upi,932.04,failed,debit_declined,6,11
pay_northwind_1721,State Bank of India,upi,31.25,captured,,3,22
pay_northwind_1722,Axis Bank Ltd.,upi,828.77,captured,,0,13
pay_northwind_1723,HDFC Bank Ltd.,upi,40.31,captured,,16,28
pay_northwind_1724,Bank of Maharashtra,upi,523.14,captured,,10,24
pay_northwind_1725,Axis Bank Ltd.,upi,4926.41,captured,,21,19
pay_northwind_1726,HDFC Bank Ltd.,upi,159.45,captured,,5,3
pay_northwind_1727,State Bank of India,upi,92.38,captured,,0,10
pay_northwind_1728,State Bank of India,netbanking,129.91,captured,,1,17
pay_northwind_1729,Indian Bank,upi,497.51,failed,payment_pending_approval,23,23
pay_northwind_1730,State Bank of India,upi,17.19,captured,,2,17
pay_northwind_1731,HDFC Bank Ltd.,card,508.18,captured,,4,11
pay_northwind_1732,Axis Bank Ltd.,upi,34.81,captured,,7,28
pay_northwind_1733,Union Bank of India,upi,867.54,captured,,2,25
pay_northwind_1734,State Bank of India,upi,114.13,captured,,5,10
pay_northwind_1735,Bank Of India,upi,2491.72,captured,,22,24
pay_northwind_1736,Punjab National Bank,upi,445.79,captured,,3,4
pay_northwind_1737,State Bank of India,upi,138.93,captured,,23,5
pay_northwind_1738,Kotak Mahindra Bank,card,115.64,captured,,16,16
pay_northwind_1739,State Bank of India,upi,1741.46,captured,,4,6
pay_northwind_1740,Indian Bank,upi,4867.14,captured,,4,18
pay_northwind_1741,State Bank of India,upi,91.96,captured,,5,6
pay_northwind_1742,Bank of Baroda,card,951.62,captured,,4,25
pay_northwind_1743,Kotak Mahindra Bank,upi,197.67,captured,,5,23
pay_northwind_1744,Punjab National Bank,card,2580.18,captured,,0,19
pay_northwind_1745,State Bank of India,upi,18.69,captured,,3,5
pay_northwind_1746,State Bank of India,upi,85.09,captured,,0,17
pay_northwind_1747,State Bank of India,upi,139.41,captured,,23,27
pay_northwind_1748,Bank Of India,card,644.14,captured,,18,18
pay_northwind_1749,Canara Bank,upi,92.56,captured,,17,28
pay_northwind_1750,Canara Bank,upi,142.15,captured,,12,7
pay_northwind_1751,Canara Bank,upi,2597.07,captured,,23,27
pay_northwind_1752,Kotak Mahindra Bank,upi,226.56,captured,,3,20
pay_northwind_1753,Punjab National Bank,upi,14.66,captured,,21,10
pay_northwind_1754,Axis Bank Ltd.,upi,4267.38,captured,,1,5
pay_northwind_1755,State Bank of India,upi,269.71,failed,authentication_failed,23,4
pay_northwind_1756,HDFC Bank Ltd.,upi,506.27,captured,,2,21
pay_northwind_1757,Axis Bank Ltd.,upi,151.78,captured,,2,1
pay_northwind_1758,State Bank of India,upi,2348.3,captured,,4,5
pay_northwind_1759,Bank of Baroda,upi,35.97,failed,payment_collect_request_expired,5,28
pay_northwind_1760,State Bank of India,upi,106.57,captured,,23,18
pay_northwind_1761,Bank Of India,upi,62.0,failed,incorrect_otp,4,15
pay_northwind_1762,Punjab National Bank,upi,38.16,captured,,4,6
pay_northwind_1763,Punjab National Bank,upi,79.81,captured,,2,25
pay_northwind_1764,State Bank of India,upi,198.53,captured,,23,26
pay_northwind_1765,Indian Bank,upi,3885.31,captured,,3,12
pay_northwind_1766,Kotak Mahindra Bank,upi,569.27,captured,,5,16
pay_northwind_1767,HDFC Bank Ltd.,upi,983.53,captured,,5,7
pay_northwind_1768,State Bank of India,card,686.33,captured,,3,9
pay_northwind_1769,Airtel Payments Bank Limited,card,87.97,captured,,19,5
pay_northwind_1770,Indian Bank,card,605.48,captured,,23,21
pay_northwind_1771,Airtel Payments Bank Limited,upi,777.25,failed,payment_pending_approval,23,14
pay_northwind_1772,Indian Overseas Bank,netbanking,2938.34,captured,,11,6
pay_northwind_1773,ICICI Bank Ltd.,upi,738.9,captured,,4,21
pay_northwind_1774,State Bank of India,upi,684.25,captured,,5,1
pay_northwind_1775,Indian Bank,upi,1092.85,captured,,5,26
pay_northwind_1776,Kotak Mahindra Bank,upi,807.75,captured,,23,6
pay_northwind_1777,State Bank of India,upi,2081.29,captured,,3,21
pay_northwind_1778,State Bank of India,card,359.78,captured,,3,18
pay_northwind_1779,Kotak Mahindra Bank,upi,107.23,captured,,11,18
pay_northwind_1780,Airtel Payments Bank Limited,upi,2115.88,captured,,15,6
pay_northwind_1781,Indian Bank,card,432.82,failed,payment_cancelled,1,7
pay_northwind_1782,Canara Bank,card,3915.64,captured,,1,9
pay_northwind_1783,UCO Bank,upi,16.32,captured,,2,7
pay_northwind_1784,Bank of Baroda,upi,258.48,captured,,2,28
pay_northwind_1785,Punjab National Bank,upi,1981.91,captured,,22,7
pay_northwind_1786,State Bank of India,upi,991.82,captured,,0,11
pay_northwind_1787,Fino Payments Bank Ltd.,card,724.75,captured,,5,24
pay_northwind_1788,Indian Overseas Bank,upi,638.24,captured,,23,26
pay_northwind_1789,State Bank of India,upi,21.37,captured,,2,6
pay_northwind_1790,State Bank of India,upi,170.88,captured,,19,4
pay_northwind_1791,State Bank of India,upi,15.49,captured,,2,9
pay_northwind_1792,State Bank of India,upi,4279.24,captured,,2,26
pay_northwind_1793,Canara Bank,upi,68.73,captured,,23,7
pay_northwind_1794,Central Bank of India,upi,327.34,captured,,0,6
pay_northwind_1795,Union Bank of India,upi,3195.55,captured,,3,18
pay_northwind_1796,HDFC Bank Ltd.,upi,1907.85,captured,,5,3
pay_northwind_1797,Indian Bank,upi,127.7,captured,,5,24
pay_northwind_1798,Central Bank of India,upi,87.22,captured,,5,8
pay_northwind_1799,Kotak Mahindra Bank,upi,450.79,captured,,21,18
pay_northwind_1800,HDFC Bank Ltd.,upi,990.5,captured,,5,6
pay_northwind_1801,State Bank of India,upi,77.66,captured,,7,7
pay_northwind_1802,State Bank of India,upi,187.63,captured,,4,15
pay_northwind_1803,HDFC Bank Ltd.,upi,919.63,captured,,3,28
pay_northwind_1804,Punjab National Bank,card,1363.48,captured,,3,25
pay_northwind_1805,Axis Bank Ltd.,upi,736.32,captured,,2,6
pay_northwind_1806,Punjab National Bank,card,696.06,captured,,1,10
pay_northwind_1807,Punjab National Bank,upi,35.94,captured,,3,19
pay_northwind_1808,State Bank of India,upi,80.47,captured,,2,11
pay_northwind_1809,Airtel Payments Bank Limited,upi,112.46,captured,,4,3
pay_northwind_1810,ICICI Bank Ltd.,card,91.06,captured,,5,18
pay_northwind_1811,State Bank of India,card,27.58,captured,,2,14
pay_northwind_1812,State Bank of India,upi,60.06,captured,,4,19
pay_northwind_1813,State Bank of India,upi,370.36,captured,,3,15
pay_northwind_1814,HDFC Bank Ltd.,upi,550.14,captured,,2,16
pay_northwind_1815,State Bank of India,upi,473.28,captured,,23,18
pay_northwind_1816,HDFC Bank Ltd.,card,70.43,captured,,6,14
pay_northwind_1817,Kotak Mahindra Bank,upi,16.82,captured,,0,5
pay_northwind_1818,HDFC Bank Ltd.,card,127.21,captured,,23,14
pay_northwind_1819,State Bank of India,upi,68.45,captured,,23,9
pay_northwind_1820,HDFC Bank Ltd.,upi,409.14,captured,,0,15
pay_northwind_1821,Punjab National Bank,upi,15.3,captured,,3,13
pay_northwind_1822,Axis Bank Ltd.,upi,10.58,captured,,4,14
pay_northwind_1823,UCO Bank,upi,3138.12,failed,payment_declined,5,11
pay_northwind_1824,State Bank of India,upi,900.61,captured,,5,1
pay_northwind_1825,State Bank of India,upi,153.87,captured,,5,27
pay_northwind_1826,Airtel Payments Bank Limited,upi,732.52,captured,,23,12
pay_northwind_1827,Punjab National Bank,upi,370.46,captured,,3,25
pay_northwind_1828,Kotak Mahindra Bank,upi,463.65,captured,,4,4
pay_northwind_1829,State Bank of India,upi,93.52,captured,,2,3
pay_northwind_1830,Union Bank of India,upi,507.48,captured,,5,7
pay_northwind_1831,HDFC Bank Ltd.,upi,147.54,captured,,3,9
pay_northwind_1832,Indian Bank,upi,935.33,captured,,3,25
pay_northwind_1833,State Bank of India,upi,2656.14,captured,,3,16
pay_northwind_1834,Airtel Payments Bank Limited,upi,3629.76,captured,,0,4
pay_northwind_1835,State Bank of India,upi,72.04,captured,,20,16
pay_northwind_1836,State Bank of India,upi,575.27,captured,,8,9
pay_northwind_1837,Kotak Mahindra Bank,card,976.29,captured,,22,22
pay_northwind_1838,Canara Bank,card,2745.34,captured,,2,21
pay_northwind_1839,State Bank of India,upi,250.15,captured,,2,5
pay_northwind_1840,State Bank of India,upi,739.02,captured,,0,21
pay_northwind_1841,Union Bank of India,upi,44.98,captured,,1,28
pay_northwind_1842,State Bank of India,upi,57.3,captured,,4,8
pay_northwind_1843,Union Bank of India,upi,980.32,failed,credit_limit_exceeded,23,7
pay_northwind_1844,Fino Payments Bank Ltd.,upi,103.31,captured,,4,6
pay_northwind_1845,HDFC Bank Ltd.,upi,542.73,captured,,4,10
pay_northwind_1846,Axis Bank Ltd.,upi,261.07,captured,,3,23
pay_northwind_1847,Airtel Payments Bank Limited,upi,404.54,captured,,4,11
pay_northwind_1848,ICICI Bank Ltd.,upi,510.2,captured,,23,4
pay_northwind_1849,Canara Bank,upi,16338.52,captured,,5,13
pay_northwind_1850,Punjab National Bank,upi,4745.43,captured,,4,8
pay_northwind_1851,India Post Payments Bank Limited,upi,908.33,captured,,15,15
pay_northwind_1852,HDFC Bank Ltd.,upi,314.49,captured,,3,14
pay_northwind_1853,ICICI Bank Ltd.,upi,21.42,captured,,3,22
pay_northwind_1854,Bank of Baroda,upi,266.49,captured,,1,5
pay_northwind_1855,Kotak Mahindra Bank,upi,165.66,captured,,2,1
pay_northwind_1856,HDFC Bank Ltd.,upi,5.48,captured,,2,24
pay_northwind_1857,Punjab National Bank,upi,83.98,captured,,2,23
pay_northwind_1858,Bank of Baroda,upi,1920.74,captured,,1,8
pay_northwind_1859,State Bank of India,upi,852.29,captured,,0,19
pay_northwind_1860,State Bank of India,upi,421.64,captured,,17,5
pay_northwind_1861,Kotak Mahindra Bank,upi,164.4,captured,,15,27
pay_northwind_1862,Indian Bank,upi,155.95,captured,,0,23
pay_northwind_1863,State Bank of India,upi,514.71,captured,,2,25
pay_northwind_1864,Airtel Payments Bank Limited,upi,104.02,captured,,1,10
pay_northwind_1865,Punjab National Bank,upi,381.7,captured,,4,11
pay_northwind_1866,Indian Bank,upi,468.27,captured,,19,11
pay_northwind_1867,State Bank of India,upi,1218.4,captured,,0,4
pay_northwind_1868,Bank of Baroda,upi,732.29,failed,transaction_on_vpa_restricted,23,2
pay_northwind_1869,State Bank of India,upi,283.77,captured,,2,15
pay_northwind_1870,State Bank of India,upi,228.73,captured,,18,12
pay_northwind_1871,Union Bank of India,upi,287.54,captured,,2,13
pay_northwind_1872,State Bank of India,upi,2574.19,captured,,5,9
pay_northwind_1873,Union Bank of India,upi,61.69,captured,,16,7
pay_northwind_1874,ICICI Bank Ltd.,upi,158.73,captured,,0,4
pay_northwind_1875,State Bank of India,upi,241.68,captured,,5,23
pay_northwind_1876,India Post Payments Bank Limited,upi,44.8,captured,,2,16
pay_northwind_1877,State Bank of India,netbanking,1409.36,captured,,1,28
pay_northwind_1878,Union Bank of India,upi,771.88,captured,,4,21
pay_northwind_1879,State Bank of India,upi,138.46,captured,,1,10
pay_northwind_1880,ICICI Bank Ltd.,upi,161.04,captured,,3,25
pay_northwind_1881,Kotak Mahindra Bank,card,930.32,captured,,1,1
pay_northwind_1882,State Bank of India,upi,4079.11,captured,,1,7
pay_northwind_1883,Federal Bank Ltd.,upi,1702.32,captured,,4,3
pay_northwind_1884,Axis Bank Ltd.,upi,15.93,failed,transaction_daily_limit_exceeded,4,8
pay_northwind_1885,Indian Overseas Bank,upi,227.92,captured,,5,26
pay_northwind_1886,State Bank of India,upi,344.12,captured,,19,14
pay_northwind_1887,Axis Bank Ltd.,upi,320.2,captured,,21,25
pay_northwind_1888,Indian Overseas Bank,upi,50.26,captured,,23,22
pay_northwind_1889,India Post Payments Bank Limited,upi,1000.54,captured,,1,21
pay_northwind_1890,HDFC Bank Ltd.,upi,4777.8,captured,,2,9
pay_northwind_1891,ICICI Bank Ltd.,upi,90.05,captured,,15,6
pay_northwind_1892,Axis Bank Ltd.,upi,716.15,captured,,0,15
pay_northwind_1893,State Bank of India,upi,433.51,captured,,5,6
pay_northwind_1894,State Bank of India,card,182.45,captured,,23,26
pay_northwind_1895,Fino Payments Bank Ltd.,upi,76.96,captured,,9,15
pay_northwind_1896,State Bank of India,upi,799.22,failed,invalid_order_id,0,28
pay_northwind_1897,India Post Payments Bank Limited,upi,792.98,captured,,1,18
pay_northwind_1898,Axis Bank Ltd.,upi,2542.8,captured,,21,8
pay_northwind_1899,State Bank of India,upi,730.75,captured,,5,20
pay_northwind_1900,Central Bank of India,upi,443.24,captured,,1,27
pay_northwind_1901,State Bank of India,upi,525.66,captured,,5,1
pay_northwind_1902,ICICI Bank Ltd.,upi,65.75,captured,,18,25
pay_northwind_1903,Kotak Mahindra Bank,upi,491.42,captured,,0,21
pay_northwind_1904,State Bank of India,upi,145.05,captured,,14,7
pay_northwind_1905,HDFC Bank Ltd.,upi,4516.45,captured,,2,4
pay_northwind_1906,Bank of Baroda,upi,490.94,captured,,1,3
pay_northwind_1907,ICICI Bank Ltd.,upi,1331.22,captured,,3,13
pay_northwind_1908,Indusind Bank Ltd.,upi,869.44,captured,,2,25
pay_northwind_1909,Kotak Mahindra Bank,upi,271.02,captured,,3,5
pay_northwind_1910,HDFC Bank Ltd.,upi,741.14,captured,,17,12
pay_northwind_1911,Punjab National Bank,upi,132.24,captured,,8,1
pay_northwind_1912,HDFC Bank Ltd.,upi,2257.5,captured,,2,26
pay_northwind_1913,ICICI Bank Ltd.,upi,451.77,captured,,23,26
pay_northwind_1914,Bank of Baroda,upi,23010.95,captured,,1,4
pay_northwind_1915,Kotak Mahindra Bank,upi,897.92,captured,,3,2
pay_northwind_1916,State Bank of India,upi,459.95,captured,,5,28
pay_northwind_1917,State Bank of India,upi,973.47,captured,,4,17
pay_northwind_1918,State Bank of India,upi,685.68,captured,,5,7
pay_northwind_1919,Canara Bank,card,930.24,captured,,1,14
pay_northwind_1920,Airtel Payments Bank Limited,upi,518.25,captured,,3,11
pay_northwind_1921,Union Bank of India,upi,146.89,captured,,23,5
pay_northwind_1922,State Bank of India,upi,158.15,captured,,4,15
pay_northwind_1923,Union Bank of India,upi,703.05,captured,,5,24
pay_northwind_1924,ICICI Bank Ltd.,upi,494.16,captured,,1,5
pay_northwind_1925,State Bank of India,upi,679.48,captured,,0,20
pay_northwind_1926,State Bank of India,upi,799.4,captured,,12,2
pay_northwind_1927,Indian Overseas Bank,upi,69.1,captured,,2,12
pay_northwind_1928,State Bank of India,netbanking,915.93,failed,payment_pending,2,6
pay_northwind_1929,India Post Payments Bank Limited,upi,3562.24,failed,payment_pending_approval,5,8
pay_northwind_1930,Indian Overseas Bank,upi,277.38,captured,,2,13
pay_northwind_1931,State Bank of India,upi,123.96,captured,,3,1
pay_northwind_1932,Canara Bank,upi,68.64,captured,,3,12
pay_northwind_1933,State Bank of India,upi,976.71,captured,,1,28
pay_northwind_1934,Axis Bank Ltd.,upi,14.49,captured,,3,13
pay_northwind_1935,HDFC Bank Ltd.,upi,433.61,captured,,5,13
pay_northwind_1936,Bank Of India,upi,323.44,failed,verification_failed,4,19
pay_northwind_1937,State Bank of India,upi,127.87,captured,,14,19
pay_northwind_1938,Bank of Baroda,upi,308.82,captured,,0,19
pay_northwind_1939,Punjab National Bank,card,634.48,captured,,0,17
pay_northwind_1940,Airtel Payments Bank Limited,upi,1866.9,captured,,23,16
pay_northwind_1941,State Bank of India,upi,946.69,captured,,19,21
pay_northwind_1942,HDFC Bank Ltd.,upi,176.31,captured,,2,22
pay_northwind_1943,State Bank of India,netbanking,997.74,failed,bank_account_validation_failed,4,17
pay_northwind_1944,Bank of Baroda,upi,96.38,failed,payment_pending_approval,5,20
pay_northwind_1945,HDFC Bank Ltd.,upi,833.55,failed,credit_limit_exceeded,0,19
pay_northwind_1946,Indian Bank,upi,61.28,captured,,23,22
